RXN0-6981	EC-3.4.13.18	peptidase D	pepD
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	pep1
RXN-6622	EC-3.4.13.18	aminopeptidase A/I and DNA-binding transcriptional repressor	pepA
RXN-6622	EC-3.4.13.18	aminopeptidase B	pepB
RXN-6622	EC-3.4.13.18	aminopeptidase N	pepN
RXN-6622	EC-3.4.13.18	peptidase D	pepD
RXN-6622	EC-3.4.13.18	Cys-Gly metallodipeptidase	DUG1
RXN-6622	EC-3.4.13.18	cysteinylglycinase / cytosolic leucyl aminopeptidase	LAP3
RXN-6622	EC-3.4.13.18	aminopeptidase M	Anpep
RXN-15856	EC-3.4.19	glutathione hydrolase	DUG3
RXN-15856	EC-3.4.19	glutathione hydrolase	DUG2
RXN0-5224	EC-4.2.1.1	carbonic anhydrase 1	cynT
RXN0-5224	EC-4.2.1.1	&beta;-carbonic anhydrase	CA3
RXN0-5224	EC-4.2.1.1	&beta;-carbonic anhydrase	CA2
RXN0-5224	EC-4.2.1.1	carbonate dehydratase	AT3G01500
RXN0-5224	EC-4.2.1.1	carbonic anhydrase	cab
MALIC-NADP-RXN	EC-1.1.1.40	malate dehydrogenase	maeB
MALIC-NADP-RXN	EC-1.1.1.40	NADP malic enzyme	me1
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	EC-2.7.9.1	pyruvate phosphate dikinase	unknown
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	EC-2.7.9.1	pyruvate orthophosphate dikinase	pdk1
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	glutamate-pyruvate aminotransferase	alaB
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	glutamate-pyruvate aminotransferase	alaA
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	glutamate-pyruvate aminotransferase	alaC
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine aminotransferase 1	GPT
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine aminotransferase 2	GPT2
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine transaminase	unknown
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine transaminase||alanine transaminase	unknown
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine transaminase||alanine transaminase	AlaAT-2
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine transaminase	AT1G23310
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine transaminase	AT1G70580
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	tryptophan aminotransferase	AT1G70560
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine aminotransferase	unknown
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine aminotransferase	unknown
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	alanine aminotransferase	aat
RXN-13698	EC-2.6.1.2	alanine transaminase||alanine transaminase	unknown
RXN-13698	EC-2.6.1.2	alanine transaminase||alanine transaminase	AlaAT-2
MALATE-DEHYDROGENASE-NADP+-RXN	EC-1.1.1.82	malate dehydrogenase (NADP)	unknown
MALATE-DEHYDROGENASE-NADP+-RXN	EC-1.1.1.82	malate dehydrogenase (NADP)	unknown
MALATE-DEHYDROGENASE-NADP+-RXN	EC-1.1.1.82	malate dehydrogenase (NADP -linked)	mdh6
MALATE-DEHYDROGENASE-NADP+-RXN	EC-1.1.1.82	(2R)-3-sulfopyruvate dehydrogenase||S-malate dehydrogenase||L-2-hydroxycarboxylate dehydrogenase [NAD(P)+]	mdh
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase, PLP-dependent	aspC
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate transaminase	unknown
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase||aspartate aminotransferase	unknown
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate transaminase	AAT3
ASPAMINOTRANS-RXN	EC-2.6.1.1	phosphoserine aminotransferase	serC
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase 1	GOT1
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase	GOT1
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase	AAT2
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase	aspC
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase	unknown
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate aminotransferase	aspB-2
ASPAMINOTRANS-RXN	EC-2.6.1.1	aspartate transaminase||cysteine aminotransferase||3-sulfinoalanine aminotransferase	Got1
RXN-13697	EC-2.6.1.1	aspartate aminotransferase 2	GOT2
RXN-13697	EC-2.6.1.1	aspartate aminotransferase||aspartate aminotransferase	unknown
RXN-13697	EC-2.6.1.1	aspartate transaminase	AAT2
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	ppc
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	AT3G14940
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	ppcA
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	unknown
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	ppcA
PEPCARBOX-RXN	EC-4.1.1.31	phosphoenolpyruvate carboxylase	pep1
PEPCARBOXYKIN-RXN	EC-4.1.1.49	phosphoenolpyruvate carboxykinase (ATP)	pck
PEPCARBOXYKIN-RXN	EC-4.1.1.49	phospho<em>enol</em>pyruvate carboxykinase (ATP)	PEPCK
PEPCARBOXYKIN-RXN	EC-4.1.1.49	phospho<em>enol</em>pyruvate carboxykinase (ATP)	AT4G37870
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase 1	SHMT1
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase 2	SHMT2
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	AT4G37930
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase, cytosolic	SHM2
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase, mitochondrial	SHM1
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	unknown
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase 1	glyA1
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	unknown
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	unknown
GLYOHMETRANS-RXN	EC-2.1.2.1	serine hydroxymethyltransferase	glyA
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage system	lpd
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage system	gcvP
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage system	gcvH
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage system	gcvT
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage complex	GLDC
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage complex	AMT
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage complex	GCSH
GCVMULTI-RXN	GCVMULTI-RXN	glycine cleavage complex	DLD
GCVMULTI-RXN	GCVMULTI-RXN	glycine decarboxylase	AT2G35370
GCVMULTI-RXN	GCVMULTI-RXN	glycine decarboxylase	AT2G35120
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45	serine:glyoxylate aminotransferase	AT2G13360
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45	serine-glyoxylate aminotransferase	sgaA
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45	serine-glyoxylate aminotransferase	sgaA
GLYCERATE-DEHYDROGENASE-RXN	EC-1.1.1.29	hydroxypyruvate reductase	AT1G68010
GLYCERATE-DEHYDROGENASE-RXN	EC-1.1.1.29	hydroxypyruvate reductase Me	hprA
GLYCERATE-DEHYDROGENASE-RXN	EC-1.1.1.29	hydroxypyruvate reductase	hprA
GLYCINE-AMINOTRANSFERASE-RXN	EC-2.6.1.4	alanine transaminase	AT1G70580
GLYCINE-AMINOTRANSFERASE-RXN	EC-2.6.1.4	alanine transaminase	AT1G23310
GLYCINE-AMINOTRANSFERASE-RXN	EC-2.6.1.4	glyoxylate aminotransferase	AT2G13360
GLY3KIN-RXN	EC-2.7.1.31	D-glycerate 3-kinase	AT1G80380
RXN-969	EC-1.1.3.15	peroxisomal (S)-2-hydroxy-acid oxidase	AT3G14420
GPH-RXN	EC-3.1.3.18	phosphoglycolate phosphatase	gph
GPH-RXN	EC-3.1.3.18	alkaline phosphatase	phoA
GPH-RXN	EC-3.1.3.18	phosphoglycolate phosphatase	AT5G36700
GPH-RXN	EC-3.1.3.18	phosphoglycolate phosphatase	AT5G36790
GPH-RXN	EC-3.1.3.18	phosphoglycolate phosphatase	AT5G47760
GPH-RXN	EC-3.1.3.18	phosphoglycolate phosphatase	unknown
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	cbbS
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	cbbL
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	AT5G38420
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	RBCL
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	AT5G38410
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	RBCL
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	RBCL
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	AT1G67090
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	AT5G38430
RXN-961	EC-1.13.11	ribulose bisphosphate carboxylase/oxygenase	RBCL
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	aceE
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex E1 component	Synpcc7942_1944
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex E1 component	pdhB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	PDHB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	PDHA1
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase E1 component (somatic)	PDHB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase E1 component (somatic)	PDHA1
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase (lipoamide)	Synpcc7942_1944
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	pdhA
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	pdhB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	lpd
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	aceE
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase	aceF
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	Synpcc7942_1944
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhC
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhD
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	DLD
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	AF123459
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	DLAT
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	PDHA1
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	PDHB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	PDHA1
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	PDHB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	DLAT
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	PDHX
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	DLD
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	unknown
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	unknown
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhB
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhA
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhC
RXN0-1134	EC-1.2.4.1	pyruvate dehydrogenase complex	pdhD
RXN0-1132	EC-1.8.1.4	lipoamide dehydrogenase	lpd
RXN0-1132	EC-1.8.1.4	dihydrolipoyl dehydrogenase	DLD
RXN0-1132	EC-1.8.1.4	dihydrolipoamide dehydrogenase	pdhD
RXN0-1132	EC-1.8.1.4	dihydrolipoyl dehydrogenase component	pdhD
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase	lpd
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase	aceE
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase	aceF
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhB
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	Synpcc7942_1944
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhC
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhD
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	DLD
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	AF123459
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	DLAT
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	PDHA1
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	PDHB
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	PDHA1
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	PDHB
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	DLAT
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	PDHX
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	DLD
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	unknown
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	unknown
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhB
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhA
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhC
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex	pdhD
RXN0-1132	EC-1.8.1.4	dihydrolipoamide dehydrogenase	Synpcc7942_1198
RXN0-1132	EC-1.8.1.4	dihydrolipoyl dehydrogenase	DLD
RXN0-1132	EC-1.8.1.4	pyruvate dehydrogenase complex E3 component	pdhD
RXN0-1132	EC-1.8.1.4	dihydrolipoamide dehydrogenase	lpdA
RXN0-1133	EC-2.3.1.12	AceF	aceF
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex E2 component	pdhC
RXN0-1133	EC-2.3.1.12	dihydrolipoyllysine-residue acetyltransferase	DLAT
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase E2 component	DLAT
RXN0-1133	EC-2.3.1.12	dihydrolipoamide acetyltransferase	pdhC
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase	lpd
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase	aceE
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase	aceF
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhB
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	Synpcc7942_1944
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhC
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhD
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	DLD
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	AF123459
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	DLAT
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	PDHA1
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	PDHB
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	PDHA1
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	PDHB
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	DLAT
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	PDHX
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	DLD
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	unknown
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	unknown
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhB
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhA
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhC
RXN0-1133	EC-2.3.1.12	pyruvate dehydrogenase complex	pdhD
RIB5PISOM-RXN	EC-5.3.1.6	ribose-5-phosphate isomerase A	rpiA
RIB5PISOM-RXN	EC-5.3.1.6	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	rpiB
RIB5PISOM-RXN	EC-5.3.1.6	ribose 5-phosphate isomerase	rpiA
PHOSPHORIBULOKINASE-RXN	EC-2.7.1.19	phosphoribulokinase	AT1G32060
PHOSPHORIBULOKINASE-RXN	EC-2.7.1.19	phosphoribulokinase	prk
RIBULP3EPIM-RXN	EC-5.1.3.1	ribulose-5-phosphate 3-epimerase	rpe
RIBULP3EPIM-RXN	EC-5.1.3.1	ribulose phosphate 3-epimerase	rpe
RIBULP3EPIM-RXN	EC-5.1.3.1	ribulose-phosphate 3-epimerase	rpe
RIBULP3EPIM-RXN	EC-5.1.3.1	pentose-5-phosphate 3-epimerase	rpe
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	EC-3.1.3.37	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase	slr2094
2TRANSKETO-RXN	EC-2.2.1.1	transketolase I	tktA
2TRANSKETO-RXN	EC-2.2.1.1	transketolase II	tktB
2TRANSKETO-RXN	EC-2.2.1.1	transketolase	tktA
2TRANSKETO-RXN	EC-2.2.1.1	transketolase	tktA
1TRANSKETO-RXN	EC-2.2.1.1	transketolase I	tktA
1TRANSKETO-RXN	EC-2.2.1.1	transketolase II	tktB
1TRANSKETO-RXN	EC-2.2.1.1	transketolase	tktA
1TRANSKETO-RXN	EC-2.2.1.1	transketolase	tktA
F16BDEPHOS-RXN	EC-3.1.3.11	fructose-1,6-bisphosphatase I	fbp
F16BDEPHOS-RXN	EC-3.1.3.11	fructose 1,6-bisphosphatase II	glpX
F16BDEPHOS-RXN	EC-3.1.3.11	fructose-1,6-bisphosphatase	yggF
F16BDEPHOS-RXN	EC-3.1.3.11	pyridoxal phosphatase||fructose 1,6-bisphosphatase	ybhA
F16BDEPHOS-RXN	EC-3.1.3.11	alkaline phosphatase	phoA
F16BDEPHOS-RXN	EC-3.1.3.11	fructose-1,6-bisphosphatase 2	FBP2
F16BDEPHOS-RXN	EC-3.1.3.11	fructose-1,6-bisphosphatase 1	FBP1
F16BDEPHOS-RXN	EC-3.1.3.11	fructose 1,6-bisphosphatase	AT3G54050
F16BDEPHOS-RXN	EC-3.1.3.11	fructose-1,6-bisphosphatase	AT1G43670
F16BDEPHOS-RXN	EC-3.1.3.11	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase	slr2094
F16BDEPHOS-RXN	EC-3.1.3.11	fructose-1,6-bisphosphatase class 1	fbp
SEDOBISALDOL-RXN	EC-4.1.2	fructose bisphosphate aldolase class II	fbaA
SEDOBISALDOL-RXN	EC-4.1.2	cytosolic fructose-1,6-bisphosphate aldolase	unknown
SEDOBISALDOL-RXN	EC-4.1.2	fructose-bisphosphate aldolase||sedoheptulose-1,7-bisphosphate aldolase	fbaB
SEDOBISALDOL-RXN	EC-4.1.2	fructose-bisphosphate aldolase||sedoheptulose-1,7-bisphosphate aldolase	fbaA
F16ALDOLASE-RXN	EC-4.1.2.13	fructose bisphosphate aldolase class I	fbaB
F16ALDOLASE-RXN	EC-4.1.2.13	fructose bisphosphate aldolase class II	fbaA
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase B	ALDOB
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase A	ALDOA
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase C	ALDOC
F16ALDOLASE-RXN	EC-4.1.2.13	D-fructose 1,6-bisphosphate aldolase	aroA'
F16ALDOLASE-RXN	EC-4.1.2.13	6-deoxy-5-ketofructose 1-phosphate synthase	MJ1585
F16ALDOLASE-RXN	EC-4.1.2.13	fructose bisphosphate aldolase	fba
F16ALDOLASE-RXN	EC-4.1.2.13	chloroplastic fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	cytosolic fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	chloroplastic fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	cytosolic fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	chloroplastic fructose-bisphosphate aldolase	FBA2
F16ALDOLASE-RXN	EC-4.1.2.13	cytosolic fructose-bisphosphate aldolase	FBA1
F16ALDOLASE-RXN	EC-4.1.2.13	chloroplastic fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	cytosolic fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	cytosolic fructose-1,6-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-1,6-bisphosphate aldolase	fba
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-1,6-biphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-1,6-phosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	cytosolic fructose-1,6-biphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase	fba
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase	unknown
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase||sedoheptulose-1,7-bisphosphate aldolase	fbaB
F16ALDOLASE-RXN	EC-4.1.2.13	fructose-bisphosphate aldolase||sedoheptulose-1,7-bisphosphate aldolase	fbaA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	TPI1
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	plastidic triosephosphate isomerase	unknown
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	cytosolic triosephosphate isomerase	unknown
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	cytosolic triose-phosphate isomerase	AT3G55440
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triose phosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	cytosolic triose phosphate isomerase	unknown
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	phosphoglycerate kinase||triosephosphate isomerase	pgk
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1	triosephosphate isomerase	tpiA
1.2.1.13-RXN	EC-1.2.1.13	chloroplastic glyceraldehyde 3-phosphate dehydrogenase	AT3G26650
1.2.1.13-RXN	EC-1.2.1.13	glyceraldehyde 3-phosphate dehydrogenase 2	gap2
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase	pgk
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase 1	PGK1
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase 2	PGK2
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase	PGK
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase	pgk
PHOSGLYPHOS-RXN	EC-2.7.2.3	plastidic 3-phosphoglycerate kinase	PGK1
PHOSGLYPHOS-RXN	EC-2.7.2.3	cytosolic 3-phosphoglycerate kinase	unknown
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase	pgk
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase||triosephosphate isomerase	pgk
PHOSGLYPHOS-RXN	EC-2.7.2.3	phosphoglycerate kinase	pgk
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT5G38420
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT5G38410
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT1G67090
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	AT5G38430
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	RBCL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase	cbbM
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase	rbcL
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	cbbS
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	ribulose bisphosphate carboxylase/oxygenase	cbbL
1.1.1.83-RXN	EC-1.1.1.83	D-malate / 3-isopropylmalate dehydrogenase (decarboxylating)	dmlA
RIB5PISOM-RXN	EC-5.3.1.6	ribose-5-phosphate isomerase A	rpiA
