ORF_ID	ec	     product
25965_0		Cation/acetate symporter ActP 
93647_0		Serine protease 
25962_0		methicillin resistance protein 
97158_0		carbohydrate ABC transporter membrane protein 1, CUT1 family 
97159_0		mechanosensitive ion channel protein MscS 
53756_0		
53757_0		alpha/beta fold family hydrolase 
97153_0		adenylate kinase 
110936_0		Involved targeting insertion nascent membrane proteins into cytoplasmic membrane. Acts as receptor complex formed signal recognition particle (SRP) ribosome-nascent chain (RNC) 
5385_1	2.7.7.24	Glucose-1-phosphate thymidylyltransferase OS Aggregatibacter actinomycetemcomitans PE 3 SV 1 
5385_2	4.2.1.46	dTDP-glucose 4,6-dehydratase OS Aggregatibacter actinomycetemcomitans PE 3 SV 1 
5384_0		microcystin LR degradation protein MlrC-like 
5384_1		aldehyde dehydrogenase family protein 
5386_0		amidase 
5386_1		TRAP-type C4-dicarboxylate transport system, large permease component 
5388_0		two component, sigma54 specific, Fis family transcriptional regulator 
92062_0		high affinity sulfate transporter SulP 
92061_0		Catalyzes interconversion 2-phosphoglycerate 3-phosphoglycerate (By similarity) 
92067_0		DNA-directed RNA polymerase subunit beta' 
112281_0	1.2.1.3	Aldehyde dehydrogenase 
112280_0		Membrane protein involved export O-antigen teichoic acid 
112282_0		pseudouridine synthase family protein 
52089_0		uncharacterized ABC transporter ATP-binding protein YadG 
52085_0		Na+/solute symporter 
52084_1		threonyl-tRNA synthetase 
52087_0		putative intracellular protease/amidase 
52086_1		oligopeptidase A 
52081_0		rare lipoprotein A RlpA 
52080_0		inositol monophosphatase 
52083_0		2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase 
84257_0		extracellular solute-binding protein, family 5 middle protein 4 
84256_0		Domain Unknown Function (DUF1080) 
84254_0		sulfatase-modifying factor 1
84251_0	6.3.5.5	Carbamoyl-phosphate synthase large chain 
113027_0		putative adenosine deaminase 2 (Adenosine aminohydrolase 2) 
113024_0		DNA photolyase FAD-binding protein 
84259_0		ABC transporter ATPase 
84258_0		Fe-S cluster assembly protein 
49163_0		HemK family modification methylase 
49166_0		ATP-dependent Clp protease ATP-binding subunit ClpX 
49164_0		peroxiredoxin
49165_0		HEAT repeat-containing PBS lyase 
13263_1		S-adenosylmethionine:tRNA ribosyltransferase-isomerase 
13260_0		Uncharacterized protein 
13266_0	1.1.1.37	Malate dehydrogenase 
13265_0		penicillin-binding protein, 1A family 
52661_0		chaperonin, 60 kDa subunit 
52662_0		peptidase dimerization domain-containing protein 
108859_0		NAD-binding 3-hydroxyacyl-CoA dehydrogenase 
108858_0		putative phosphoribosylaminoimidazole-succinocarboxamide synthase 
7866_0		TRAP transporter solute receptor, TAXI family 
7867_0		phosphoribosylaminoimidazole succinocarboxamide synthase 
7867_1		1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate (air) carboxylase 
7864_0		acetyltransferase 
7864_1		lysine exporter protein LysE/YggA 
7865_0	3.5.4.10	Bifunctional purine biosynthesis protein PurH 
7863_1		preprotein translocase subunit SecY 
7860_0		
7861_0		oligopeptide ABC transporter extracellular solute-binding family 5 protein 
7868_1		MaoC-like dehydratase 
7869_1		precorrin-6Y C5,15-methyltransferase subunit CbiT 
87504_0		Riboflavin biosynthesis protein RibF 
87500_0		MotA/TolQ/ExbB proton channel family protein 
92688_0		putative arginine decarboxylase 
92687_0		acyl-CoA dehydrogenase domain-containing protein 
92684_0		accessory colonization factor AcfD
92683_0		ribonuclease Z
32097_1	6.3.5.5	Carbamoyl-phosphate synthase pyrimidine-specific small chain 
113152_0		bifunctional pantoate ligase/cytidylate kinase 
113154_0		Glutathione import ATP-binding protein GsiA 
113155_0		SWF/SNF family helicase 
46692_0		50S ribosomal protein L5 
89019_0		seryl-tRNA synthetase 
90685_0		Elongation factor 4 
90684_0		diaminopimelate epimerase 
90687_0		Chromosome segregation protein SMC 
90686_0	1.7.1.7	GMP reductase 1 
30391_0	2.7.7.7	DNA polymerase III subunit alpha 
30390_0	6.2.1.5	Malate--CoA ligase subunit beta 
30393_0	4.1.3.27	Anthranilate synthase beta subunit 1, chloroplastic 
30393_1	4.1.3.27	Anthranilate synthase component 1 
30396_1		outer membrane transport energization protein ExbD 
30399_0		Catalyzes synthesis GMP from XMP (By similarity) 
30398_0		Stress response kinase A 
93811_0		domain protein 
93812_0		2-methylcitrate synthase/citrate synthase II 
109153_0		
34273_0		soluble lytic murein transglycosylase 
77052_0		drug metabolite transporter, DMT superfamily 
46242_0	4.3.2.2	Adenylosuccinate lyase 
46240_0		LysR family transcriptional regulator 
46247_0		penicillin-binding protein 
46244_0	6.3.5.2	GMP synthase 
46245_0		translation elongation factor EF-1 subunit alpha 
78135_0	1.6.5.3	NADH-ubiquinone oxidoreductase chain 4L 
78134_0		Rrf2 family transcriptional regulator 
78137_0		glutamate--cysteine ligase 
78133_0		membrane protein containing DUF165 
78139_0	1.2.4.2	2-oxoglutarate dehydrogenase E1 component 
47111_0		shikimate dehydrogenase 
47112_0		DivIVA domain-containing protein
47116_0		dihydroorotate dehydrogenase electron transfer subunit 
47119_0	2.4.2.10	OMPDCase-OPRTase 
47118_0		Dna recombination protein 
42099_0		cell division protein FtsZ 
42093_0		DNA-binding protein 
34394_0		twin-arginine translocation pathway signal 
42091_0		UvrABC system protein B 
42090_0	6.2.1.5	Succinate--CoA ligase subunit beta 
42097_1		3-hydroxybutyryl-CoA dehydratase 
42096_0		
2689_0		putative hydantoinase B 
2689_1		TRAP dicarboxylate transporter subunit DctP 
83433_0	6.3.5.2	GMP synthase 
105426_0		pfs, nacht ankyrin domain protein 
7057_0		ATPase, type IV secretory pathway VirB11 component like protein 
18204_0		family 2 glycosyl transferase 
7055_0		Galactose/methyl galactoside import ATP-binding protein MglA 
7055_1		TMAO reductase system periplasmic protein TorT
7053_0	4.2.1.12	Dihydroxy-acid dehydratase 
7052_0		superfamily II helicase 
7052_1		Cdc46/Mcm DNA replication licensing factor ATPase 
7051_1		cell division protein FtsZ 
7050_0	2.2.1.6	Putative acetohydroxyacid synthase I large subunit 
7050_1		zinc-containing alcohol dehydrogenase superfamily 
7059_0		Serine-type D-Ala-D-Ala carboxypeptidase 
7059_1		lytic murein transglycosylase B 
111142_1		Glutaredoxin, GrxA family 
111141_0	2.3.2.2	Gamma-glutamyltranspeptidase 
111147_0		DNA polymerase III subunit E 
111146_0	2.5.1.9	Ribiflavin synthase alpha chain 
111149_0		solute:Na+ symporter, BASS family 
102905_0		PHP family phosphohydrolase, histidinol phosphatase 
42638_0		putative transcriptional regulator 
42635_0		involved assembly LPS outer leaflet membrane. Determines N-hexane tolerance membrane permeability. Essential envelope biogenesis (By similarity) 
42633_0		NDP-hexose 3,4-dehydratase 
42632_0		Membrane alanyl aminopeptidase 
42631_0		repeat-containing protein 
42630_1		iron-regulated ABC transporter atpase subunit sufc 
78799_0		glutaminyl-tRNA synthetase 
69633_0	3.5.4.13	Deoxycytidine triphosphate deaminase 
2719_0		Homoserine O-succinyltransferase 
2719_1		
2719_2		YhdH/YhfP family quinone oxidoreductase 
69637_0	1.7.2.5	NorQ 
69638_0		3-isopropylmalate dehydrogenase 
2715_0		branched-chain amino acid ABC transporter substrate-binding protein 
2715_1		branched-chain amino acid ABC transporter permease 
2715_2		branched-chain amino acid ABC transporter permease 
78792_0		Choline dehydrogenase, mitochondrial 
2713_0		alanine racemase domain protein 
2713_1		dihydroorotate oxidase B, electron transfer subunit 
2713_2	2.7.2.8	Probable acetylglutamate kinase 
2713_3		
78794_0		putative lactam utilization protein B-like 
2711_0		quaternary ammonium efflux pump, 4 TMS small multidrug resistance (SMR) family, GacE 
2711_1		
2711_2		AsnC family transcriptional regulator 
2711_3		N -acetyl-L-2,4-diaminobutyric acid deacetylase 
2710_1		Bacterial protein unknown function (DUF885) 
43329_0		Transcriptional regulator 
43322_0		bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein 
43323_0		SufS subfamily cysteine desulfurase 
43320_0		translation elongation factor Tu 
43321_0		tRNA (Guanine37-N1) -methyltransferase 
43326_0		sugar kinase 
4657_1		acyl-CoA dehydrogenase family protein 
4657_2		Carnitinyl-CoA dehydratase 
44679_0		L-alanine-DL-glutamate epimerase related enzymes enolase superfamily 
44670_0		Microcystin LR degradation protein MlrC-like 
44673_0		Glycosyl transferase (Group 1 
44672_1	3.5.1.56	N,N-dimethylformamidase beta subunit 
44674_0		Na+/H+ antiporter NhaD 
1068_0		sodium:solute symporter, subfamily 
1068_1		solute:sodium symporter small subunit 
1068_4		putative dioxygenase extradiol family 
1068_5		AMP nucleosidase 
1068_6	1.11.1.9	Probable phospholipid hydroperoxide glutathione peroxidase 
1069_0		Glycine cleavage system T protein, putative 
1069_1		glycine betaine ABC transporter substrate-binding protein 
1069_2		Glycine betaine/proline betaine transport system ATP-binding protein ProV 
1064_0		Xaa-Pro dipeptidase family protein 
1064_3		phenazine biosynthesis protein PhzF family 
1064_4		carbamoyl-phosphate synthase/carboxyl transferase 
1066_2	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase 
1067_0		Multifunctional protein surE 
1067_1	6.3.5.2	GMP synthase 
1067_2	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase 
1067_3		repeat protein 
1060_2		cell division protein FtsK/SpoIIIE 
1060_4		UDP-glucuronate 5'-epimerase 
1060_5		glycine cleavage system aminomethyltransferase T 
1061_0		tRNA (guanine-N(1)-)-methyltransferase 
1061_1		50S ribosomal protein L19 
1061_2		nhl repeat containing protein 
1061_4		FeS assembly SUF system protein SufT 
1062_1		carbohydrate ABC transporter membrane protein 2, CUT1 family 
1062_2		carbohydrate ABC transporter membrane protein 1, CUT1 family 
1062_3		binding-protein-dependent transport system inner membrane protein 
1062_4		carbohydrate ABC transporter substrate-binding protein, CUT1 family 
63287_0		Holliday junction ATP-dependent DNA helicase RuvB 
63285_0		group 1 glycosyl transferase 
63281_0		Aconitate hydratase, mitochondrial 
63280_1	6.3.1.2	Glutamine synthetase 1 
63289_0	4.3.2.2	Adenylosuccinate lyase 
63288_0		isopenicillin N epimerase 
100505_0		Phytanoyl-CoA dioxygenase domain containing 1 
100504_0		Catalyzes addition repair essential 3'- terminal CCA sequence tRNAs without using nucleic acid template. Adds these three nucleotides order C, A to tRNA nucleotide-73, CTP ATP as substrates producing inorganic pyrophosphate 
100500_0	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase component pyruvate dehydrogenase complex OS Azotobacter vinelandii PE 1 SV 3 
64108_0		whole genome shotgun sequence 
31258_0	2.6.1.11	Acetylornithine aminotransferase 
31256_0		segregation condensation protein A 
31256_1		tryptophanyltRNA synthetase 
31255_1	2.4.2.7	Adenine phosphoribosyltransferase 
31252_0		alpha/beta hydrolase
31251_0	2.3.1.30	Serine acetyltransferase OS Spinacia oleracea PE 2 SV 1 
31251_1		putative enoyl-CoA hydratase 
45186_0		cytochrome c heme lyase subunit CcmL 
65859_0		alpha/beta hydrolase fold protein 
65850_0		sialate O-acetylesterase
65854_0	2.6.1.42	Branched-chain-amino-acid aminotransferase, mitochondrial 
65856_0		
40008_0	3.5.1.18	Succinyl-diaminopimelate desuccinylase 
40009_0		glycine/betaine ABC transporter substrate-binding protein 
40003_0		(LipO)protein 
40000_0		luciferase
40006_0	2.1.3.1	Methylmalonyl-CoA carboxyltransferase 5S subunit OS Propionibacterium freudenreichii subsp. shermanii PE 1 SV 
40004_0	6.3.5.2	GMP synthase 
40005_0		
27819_0		translation initiation factor 2B subunit I family (IF-2BI) 
27819_1		metal-sulfur cluster biosynthetic enzyme 
27812_0		
27810_0		membrane bound O-acyl transferase MBOAT family protein 
27814_0		isoleucine--tRNA ligase 
71279_0	1.8.1.4	Dihydrolipoyl dehydrogenase 
71278_0		TrmH family RNA methyltransferase 
71274_0		Octaprenyl-diphosphate synthase 
71271_0		Na+/proline symporter 
71270_0		F(1)F(0) ATP synthase produces from ADP presence proton or sodium gradient. F-type ATPases consist two structural domains, F(1) containing extramembraneous catalytic core F(0) membrane channel, linked together central stalk peripheral stalk. During catalysis, synthesis domain coupled via rotary mechanism subunits to translocation (By similarity) 
41758_0		K+ transport system, NAD-binding component 
21222_0		Archaeal protein unknown function (DUF650) 
21220_0		TPR repeat protein 
21227_0		UvrABC system protein A 
21226_0		major facilitator transporter 
21225_0		FO synthase subunit 2 
21224_0		glycerol-3-phosphate dehydrogenase 
65278_0		Protein unknown function (DUF3386) 
65274_0		ABC transporter substrate-binding protein
65276_0		Phenylacetate-coenzyme A ligase 
65277_0		peptidase dimerization domain-containing protein 
65270_1		amidase, Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit 
24541_0		glutathione S-transferase family protein 
24543_0		serine protease, S9A family peptidase 
24542_0	2.1.1.13	Probable methionine synthase 
24544_0		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha 
24547_0		aminotransferase class I II 
99628_0	2.3.3.9	Malate synthase, glyoxysomal 
99620_0		DNA internalization-related competence protein ComEC Rec2 
99621_0		pyruvate carboxylase 
99625_0		Spermidine/putrescine transport system permease protein PotB 
99627_0		UPF0147 protein 
60739_0		transcription termination factor NusA 
60734_0		lipid A export ATP-binding/permease protein MsbA 
60735_0		alginate biosynthesis protein
60732_0		hydrolase family 43 
60730_0		Ammonia channel 
19349_0		bifunctional fructose-1,6-bisphosphatase 
19348_0		Na+/solute symporter 
3039_2		peptidyl-prolyl cis-trans isomerase
3039_3		orotate phosphoribosyltransferase 
3038_2		betaine aldehyde dehydrogenase (BADH) oxidoreductase 
3038_3		phosphohistidine phosphatase, SixA 
19343_0		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
3034_0		Lipopolysaccharide export system ATP-binding protein LptB 
3034_1		Mg/Co/Ni transporter MgtE (contains CBS domain) 
3037_1		D-tyrosyl-tRNA(Tyr) deacylase Dtd 
3037_2		2-hydroxyisobutyryl-CoA mutase small subunit 
3036_0	2.2.1.1	Putative transketolase C-terminal section 
3036_1		transketolase, N-terminal subunit 
19345_0		membrane-bound dehydrogenase domain-containing protein 
66778_0		glutathione S-transferase domain-containing protein 
66772_0		putative Outer membrane TonB-dependent receptor 
66774_1		squalene-hopene cyclase 
66776_0		Sulfate/thiosulfate import ATP-binding protein CysA 
66777_0		deoxyguanosinetriphosphate triphosphohydrolase 
98577_0		PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK 
98576_0	6.2.1.3	Putative long-chain-fatty-acid-CoA ligase 
98573_0		related to sulfatase 
98571_0	1.2.4.1	Pyruvate dehydrogenase E1 component 
98570_0		3-methylmercaptopropionyl-CoA dehydrogenase 
33494_0	4.1.1.37	Uroporphyrinogen decarboxylase 
33492_0		cyanophycinase CphB 
33491_0	3.5.4.25	GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone-4-phosphate synthase 
33499_0		Monooxygenase 
1299_3		purine NTP-dependent helicase activity 
1299_5	3.5.4.25	Riboflavin biosynthesis protein RibBA 
1298_0		thiazole biosynthetic enzyme 
1298_1		sulfite reductase ferredoxin 
1298_2		rhodanese sulfurtransferase 
1298_3		TPR repeat protein 
66194_0		AraC-like ligand binding protein domain protein/Cupin 
66196_0		Acyltransferase 
66190_0	4.2.1.12	Dihydroxy-acid dehydratase 
66191_0		
66192_0		segregation condensation protein A
66193_0		serine/threonine protein kinase
51264_0		multifunctional SOS repair factor 
51265_0		Allophanate hydrolase subunit 2 
51267_0		Aconitate hydratase B 
51262_0		aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL-like protein 
51268_0	6.3.4.14	Biotin carboxylase, chloroplastic 
67827_0		ATP-dependent Clp protease proteolytic subunit ClpP 
35631_0	6.3.4.5	Argininosuccinate synthase 
67820_0		2-dehydropantoate 2-reductase 
67829_0		translocase
67828_0		lipolytic protein G-D-S-L family 
19969_0		D-isomer specific 2-hydroxyacid dehydrogenase, catalytic region 
19968_0		endonuclease
19967_0		putative iron-containing alcohol dehydrogenase 
19967_1		N-acylhomoserine lactone degredation protein AhlK 
19966_1		ATP-dependent endonuclease 
19965_0		UvrABC system protein B 
19964_0		Alpha-aminoadipic semialdehyde dehydrogenase 
19963_0		
19962_0	1.6.5.3	NADH-quinone oxidoreductase subunit F 
19960_0		50S ribosomal protein L31 
19960_1		transcription termination factor Rho 
32727_0		TPR repeat protein 
32725_0		
32722_0		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 
32722_1	6.3.2.17	Bifunctional protein FolC 
32720_0		carbamoyl-phosphate synthase small subunit 
32721_0		rod shape-determining protein RodA 
32728_0		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
32729_0		DNA-directed RNA polymerase, beta subunit/140 kD subunit 
104735_0		protease II 
91242_0		Oligopeptide transport ATP-binding protein OppF 
26335_0		peptidase M14 carboxypeptidase A 
113604_0		nicotinate-nucleotide diphosphorylase (carboxylating)
107693_0		T9SS C-terminal target domain-containing protein
107694_0		acetyltransferase 
91247_0		TonB-dependent receptor plug 
107696_0		polynucleotide adenylyltransferase/metal dependent phosphohydrolase 
107698_0		archaeal NusA family KH domain containing protein 
91248_0		
26339_0		GH3 auxin-responsive promoter 
12081_0		superfamily I DNA/RNA helicase 
12080_0		superfamily II DNA/RNA helicase, SNF2 family 
12083_1	6.3.5.5	Carbamoyl-phosphate synthase small chain 
12082_0		putative Glutaredoxin-related protein ydhD 
